index,r,ug,gr,ri,iz,zy,Z
1.0,24.8589286804199,0.2429924011230007,0.8198089599609979,0.9400596618651988,0.38251304626470173,0.22495079040519883,0.711506724357605
4.0,23.7537574768066,0.2777214050293004,0.6022434234619993,0.7521724700927024,0.6140918731689986,0.23082351684569957,0.998420596122742
5.0,23.9779453277588,0.40842437744139914,0.7242736816406001,0.41402626037600143,0.12132453918459873,0.15135574340819957,0.561637818813324
7.0,24.9369449615479,0.4441852569580007,0.7820415496825994,0.6106739044190022,0.16436195373529827,0.15656661987310017,0.633831202983856
12.0,23.1490440368652,0.864448547363299,0.49394607543950286,0.24380683898919742,0.07086563110350141,0.06180763244629972,0.218840315937996
16.0,24.8541946411133,0.3253059387206996,0.5694732666015021,0.6824073791503977,0.45111656188970173,0.1587295532225994,0.9399094581604
18.0,24.5274982452393,0.597629547119098,0.7056159973143998,0.4967231750488992,0.6434001922606996,0.4057312011719034,1.21743273735046
24.0,23.7081928253174,0.7277812957764027,0.9208412170409979,0.6289920806885014,0.7762260437012003,0.32014083862299714,1.095822930336
25.0,23.6992073059082,0.38303565979,0.5092716217041016,0.6132774353026988,0.3043098449706996,0.08310508728030186,0.905289351940155
29.0,24.1652908325195,0.5079727172852024,0.7680244445800994,0.7446365356444993,0.21725463867189987,0.15028572082519887,0.6944859623909
32.0,24.0614185333252,0.352178573608402,0.5962619781493999,0.790521621704098,0.3748664855956996,0.120929718017603,0.874552547931671
33.0,24.4523143768311,0.8935565948485973,1.0715045928955007,0.6532115936280007,0.13147163391110084,0.13479995727539773,0.630463063716888
34.0,24.5796318054199,0.40968132019040127,0.40062141418459873,0.5041847229004013,0.4453792572020987,0.558376312255902,1.32023930549622
35.0,23.6288414001465,0.8031234741211009,0.7603187561035014,0.1626472473144993,0.19253921508789773,-0.01582717895509944,0.359543323516846
40.0,23.8237762451172,1.0303916931152983,0.503688812255799,0.29696273803710227,0.03980445861819959,0.0887641906737997,0.181339576840401
43.0,23.4478454589844,1.6275672912598012,1.3149719238281001,0.4820270538330007,0.333808898925799,0.12511825561519885,0.343427419662476
47.0,22.6463642120361,0.8417415618896023,1.4498558044433985,1.1751804351806001,0.5584716796875,0.19804573059090202,0.806565761566162
48.0,24.5994033813477,0.8484344482421982,0.721542358398402,0.20851707458500002,0.20028686523439987,0.011852264404300428,0.310793399810791
53.0,25.3624706268311,0.7531719207763992,0.8334655761718004,0.5248718261718999,0.7505245208740021,0.27592658996589847,1.15595126152039
59.0,24.7966251373291,0.2697906494141016,0.5904140472411967,0.7334289550781001,0.26987266540530186,0.17399024963379972,0.713685512542725
64.0,25.6263332366943,0.5641479492187997,0.7718048095702983,0.2610874176025,0.15758132934569957,0.16060066223150216,0.460759401321411
65.0,24.0079021453857,0.3805160522460973,0.666652679443402,0.6249694824218004,0.6556491851806996,0.26874160766599786,1.01744222640991
70.0,23.7195720672607,0.736381530761701,1.0711460113525995,0.960374832153299,0.5752525329590021,0.20174789428709872,0.827146530151367
71.0,24.108491897583,0.5240840911864986,0.8400859832763992,0.8670368194580007,0.2671146392822017,0.16577720642089844,0.722782373428345
74.0,24.2565612792969,0.684087753295902,0.8455867767333984,0.28872108459480117,0.24450874328609729,0.10096359252930043,0.387367784976959
78.0,24.227560043335,0.06219482421870026,0.42081260681149857,0.753507614135799,0.3985939025879013,0.11217117309569957,0.820872306823731
79.0,24.2719383239746,0.07422637939449928,0.5158367156983026,0.6276836395263992,0.6012001037596981,0.21957969665530186,0.4107825756073
85.0,25.2162971496582,0.6363525390625,0.75537109375,0.5820674896239986,0.5042133331299006,0.14761924743650212,0.977550685405731
89.0,24.9398231506348,0.7067203521729013,1.015041351318299,0.8288154602050994,0.8487529754639027,0.3117866516112997,1.06479954719543
99.0,24.4033222198486,-0.049110412597702435,0.12784004211430045,0.03334236145020242,-0.17912864685060015,0.04491233825679686,0.56669956445694
106.0,25.1000881195068,0.19354629516600141,0.3133449554443999,0.38942718505860086,0.5757236480712002,0.15469551086430045,1.09154617786407
107.0,25.0535068511963,0.7070980072020987,0.8437843322754013,0.24534797668459873,0.21432876586910155,0.06927108764649859,0.390434920787811
111.0,22.9825553894043,0.3277206420898011,0.301826477050799,-0.03454399108889916,0.30174446105959873,-0.30005455017089844,0.259179979562759
112.0,23.099365234375,0.2188224792480007,0.5462226867675994,0.7661094665526988,0.5230026245118005,0.2345314025878018,0.916569530963898
119.0,23.0333366394043,1.1797447204589986,1.1582145690918004,0.2858314514160014,0.25270271301269887,0.12569999694829903,0.400084018707275
121.0,25.8889751434326,0.8925266265868999,0.5092582702637003,0.26277542114259944,-0.028367996215898472,0.02465057373049717,0.227301031351089
123.0,24.4084053039551,0.3328418731689027,0.6107463836669993,0.6435470581055007,0.561449050903299,0.22730064392089844,0.966219127178192
129.0,24.8407497406006,0.9309387207031996,1.0001373291014986,0.32014846801759944,0.21404457092280182,0.1714992523193999,0.413012206554413
137.0,25.5390186309814,0.709877014160103,0.7515659332275995,0.8379192352293998,0.2106494903564986,0.07864952087400212,0.775819420814514
138.0,24.2153244018555,1.5468673706054972,1.7775077819824006,1.2535305023193999,0.6653499603271023,0.28213119506839845,0.790492236614227
139.0,23.9194145202637,0.8446559906005007,0.7058677673339986,0.23103904724120028,0.2620124816894993,0.00830078125,0.287760078907013
144.0,25.1005268096924,0.6002178192138992,0.6467590332031001,0.6423149108887003,0.18781471252439985,0.15321350097660158,0.681711137294769
146.0,24.2681941986084,0.8534183502197976,1.009977340698203,0.6672344207763992,0.1307563781737997,0.12365341186519885,0.643460154533386
149.0,26.0047340393066,0.8571662902831996,0.8963584899902983,0.24368476867670097,0.2247219085693999,0.04298591613759939,0.380415886640549
150.0,24.6703090667725,0.9370861053466015,0.8770637512206996,-0.6086311340331996,0.33194160461430045,-0.33192253112790127,0.371036410331726
152.0,23.2382030487061,0.9682655334471981,1.4752616882324006,1.1836452484131001,0.5447692871093999,0.217338562011701,0.78606116771698
153.0,25.1728115081787,0.11976242065430043,0.12872505187990058,0.45448493957519887,0.5566978454590021,0.5375804901122976,1.237473487854
160.0,23.1830883026123,0.8711013793944993,0.8565273284912003,0.34052085876460225,0.25204849243169747,0.0901031494140021,0.293368548154831
163.0,26.4895057678223,0.6994056701660014,0.6408004760741974,0.708034515380902,0.1729450225830007,0.1312351226806996,0.735285103321075
164.0,23.3899078369141,0.47564125061039775,0.8138523101806001,0.6275539398193999,0.16544342041010296,0.1642341613769993,0.636875510215759
165.0,23.6444988250732,1.9444274902343999,1.7472648620606002,1.3051052093505007,0.5860519409179972,0.3089218139649006,0.755461633205414
172.0,24.6873054504395,0.45659255981439983,0.7332706451416016,0.5398750305175994,0.7139854431152983,0.34634017944330253,1.07148694992065
181.0,24.7852382659912,0.16412925720219818,0.20908927917480113,0.3104839324950994,0.2558937072754013,0.30936813354490056,1.63156831264496
184.0,24.378044128418,0.26804161071780186,0.49619102478019883,0.06728363037110086,0.15079116821290128,-0.02054023742670097,0.391559630632401
186.0,24.2132129669189,0.642122268676701,0.5237579345704013,0.15047836303709872,0.15486907958980112,0.010652542114300445,0.281552523374557
190.0,25.2445964813232,0.37740898132319955,0.4781684875488992,0.4575481414794993,0.6441822052000994,0.4004898071290022,1.21745502948761
196.0,25.2960033416748,0.3786468505858984,0.24737548828129974,0.5165252685547017,0.5237693786620987,0.536790847778299,1.616623878479
197.0,23.9113082885742,0.46272468566900216,0.9944896697997976,0.6220664978027024,0.192138671875,0.225261688232397,0.587796926498413
211.0,22.0322113037109,0.8708171844481996,0.503587722778402,0.2344417572020987,0.07249450683589842,0.038322448730500724,0.210154891014099
214.0,21.8602294921875,0.9869594573975,1.3187389373779013,0.5794105529785014,0.36261940002439985,0.25457763671879974,0.421611219644547
215.0,23.2072315216064,0.21389389038089845,0.5839309692383026,0.7947711944580007,0.5030136108397976,0.19716644287110086,0.804246723651886
217.0,25.2032699584961,0.3999328613281996,0.6613216400145987,0.7297611236572017,0.47243881225589845,0.1661472320556996,0.935501754283905
218.0,25.9437847137451,0.24300956726069955,0.3730621337891016,-0.05036926269530184,0.32788848876950283,-0.28490638732910156,0.324826627969742
222.0,23.6863975524902,1.0239677429199006,1.0715179443360014,0.3413486480712997,0.26260948181149857,0.13393402099610086,0.397387534379959
223.0,23.9502563476562,0.9304485321044993,0.9269218444825,0.5293006896972017,0.21034240722659803,0.16209793090819957,0.554884076118469
226.0,23.4131355285645,1.4545116424560014,0.660936355590799,0.3594150543212997,0.02419471740730117,0.11008644103999998,0.18884202837944
228.0,23.8609886169434,0.34505653381350143,0.7089138031005007,0.2560062408447976,0.09717559814449928,0.22277069091800072,0.48081248998642
229.0,23.924488067627,0.8813495635987003,0.6308288574218004,0.23383712768560017,0.2008991241455007,0.04361915588379972,0.253778636455536
232.0,24.4025192260742,0.8340663909911967,0.6951103210449006,0.7826919555664027,0.24858856201169743,0.1746635437012003,0.744565844535828
233.0,23.374418258667,0.7422294616699006,0.34194183349610086,0.24107360839839842,0.08630561828620031,0.07552337646480112,0.129712834954262
234.0,23.1765747070312,0.9696502685546982,1.2296371459961009,0.5033950805663991,0.11707687377930043,0.16595840454100141,0.561761558055878
238.0,25.2765560150146,0.6220569610594993,0.6574897766114027,0.5112667083739986,0.14351654052730112,0.41956138610839844,1.39231026172638
244.0,25.1362133026123,0.4932651519775,0.457540512085,0.5472316741943004,0.5051288604737003,0.5904655456543004,1.31988549232483
246.0,24.6242160797119,0.8526496887206996,0.8125591278075994,0.4517612457275,0.15130233764649859,0.12895584106450286,0.57957524061203
248.0,24.0695400238037,0.6944904327393004,0.7812747955321981,0.21335792541499998,0.15423583984379974,0.10457992553710227,0.405162245035172
253.0,24.8130664825439,0.38933181762689983,0.6163749694825,0.5249748229980007,0.6983814239501989,0.39624595642089844,1.15333425998688
257.0,24.2294082641602,1.0278663635254013,1.3616752624511008,1.033489227295,0.41361999511719816,0.2894878387450994,0.572572469711304
262.0,23.5249538421631,0.22466087341310015,0.6056194305419993,0.8125934600830007,0.2834110260009979,0.08794784545900214,0.769699931144714
263.0,24.2781219482422,0.7467422485351989,0.944017410278299,0.3397102355957031,0.1878757476806996,0.20413780212399857,0.465295076370239
268.0,23.2760620117187,0.7993812561035014,0.843297958374098,0.287109375,0.21632957458490054,0.13571929931639914,0.393726319074631
271.0,23.1831035614014,1.4706764221191015,1.50217628479,1.0751247406006001,0.35220336914060013,0.2557678222656996,0.661455810070038
274.0,26.1349945068359,1.0075454711913991,0.6815490722657032,0.1899795532225994,0.2418994903564986,-0.05544471740730117,0.267741173505783
276.0,24.7928428649902,0.13951492309569957,0.0524711608887003,0.2581634521483984,0.2900295257568004,0.41097068786629976,1.323397397995
280.0,24.9458141326904,0.4038906097412003,0.5281486511231002,0.6232051849365021,0.7404441833495987,0.481498718261701,1.21926879882813
281.0,25.3489856719971,0.3195419311524006,0.19600677490230112,0.5421333312988992,0.39027404785149855,0.5951576232910014,1.44611370563507
283.0,25.4625072479248,0.8236217498778977,0.7376594543456996,0.5611305236816015,0.15634155273439987,0.14498710632329903,0.637741446495056
288.0,23.9229125976563,1.6111831665038991,1.339340209960902,0.5082435607911009,0.30850791931149857,0.14698982238769887,0.346930712461472
291.0,23.8103122711182,0.6401882171631001,0.8259162902831996,0.651849746704098,0.5972747802735014,0.20305824279780182,0.995464682579041
293.0,23.2735328674316,0.07643699646000002,-0.06275177001950283,-0.011983871460000017,-0.27810096740719814,-0.12739181518560017,0.217318132519722
294.0,24.1385841369629,0.6676044464112003,0.8994522094725994,0.4897861480712997,0.17420768737790127,0.17853736877439985,0.555776655673981
302.0,23.2212066650391,0.08247566223139913,0.32456207275389914,0.5625,0.7088279724121023,0.3817634582519993,1.0636488199234
303.0,22.7436180114746,0.2489566802979013,0.7022495269775,0.6260852813720987,0.1724548339843004,0.14115524292000003,0.658456385135651
306.0,24.1486110687256,0.7605285644531996,0.9469833374023011,0.7638282775879013,0.192621231079098,0.15765571594240058,0.674223065376282
308.0,22.9284439086914,2.0455818176269,0.7681694030762003,0.5175266265868999,0.5674648284912003,0.09698104858399859,2.80868458747864
310.0,24.2207317352295,0.7967338562012003,0.7411270141600994,0.22490501403810015,0.21746826171870026,0.038347244262698865,0.33714348077774
311.0,23.4061470031738,0.8128051757812997,0.43916320800780184,0.19842910766600141,0.03767585754389913,0.03379631042479758,0.219742372632027
317.0,22.8841209411621,1.4673786163330007,1.379346847534201,0.5503482818602983,0.3131465911866016,0.17453575134269883,0.406587988138199
319.0,24.8340015411377,0.1735744476318999,0.025171279907201694,0.24966430664060013,0.39293098449709873,0.5662479400635014,1.52429115772247
327.0,22.8467407226562,0.8186111450194993,0.9989452362061009,0.7420043945312003,0.19860267639160156,0.1737060546875,0.649686276912689
329.0,24.817626953125,2.082798004150302,1.8204727172851989,1.4393577575683985,1.1429538726806001,0.6165332794190022,0.391953885555267
331.0,23.0006580352783,0.9240531921387003,0.820821762085,0.2770633697509979,0.2557735443115021,0.05021667480469816,0.321782320737839
338.0,24.5272674560547,0.4424381256103018,0.7383041381835973,0.8466796875,0.4468021392822017,0.15234565734870031,0.914131939411163
341.0,23.4680824279785,0.866407394409201,0.7088947296142969,0.17327308654780182,0.23591041564949933,-0.049018859863299014,0.312644839286804
343.0,24.0345153808594,0.4413242340087997,0.6653652191162003,0.489475250244201,0.6764221191406001,0.33590507507319955,1.13372683525085
346.0,23.0610847473145,0.4333457946777983,0.8785629272460014,0.8898487091064986,0.3190155029297017,0.21145057678219814,0.694440722465515
348.0,24.2502479553223,0.7132263183593999,0.8414497375487997,0.5030136108399006,0.6882572174072017,0.23279953002930043,1.09263467788696
351.0,25.5061740875244,0.20755577087399857,0.5641689300537003,0.4185218811035014,0.11073493957519887,0.15894699096680043,0.591258466243744
356.0,23.6697559356689,0.21763801574699926,0.6689167022706002,0.8797531127928977,0.314962387085,0.13282012939450283,0.763777375221252
358.0,23.1375350952148,0.1830768585205007,0.5191135406494993,0.6937389373779013,0.616624832153299,0.2782478332519993,0.980164408683777
364.0,23.7777481079102,1.7005386352539027,1.4282112121581996,0.5079994201660973,0.31336784362790127,0.1655464172362997,0.400437206029892
367.0,24.735538482666,0.4359836578369034,0.6267414093017969,0.771686553955103,0.34021568298339844,0.09354019165040128,0.891685366630554
373.0,26.5569591522217,0.6786251068116016,1.125759124755799,0.9240169525147017,0.8035049438475994,0.3370380401612003,1.01410126686096
